hash(variantID),hash(customerId),isReturned,yearOfBirth,isMale,shippingCountry,premier,productType,brandDesc,avgGbpPrice,avgDiscountValue,has_complete_metadata,yearOfBirth__missing,isMale__missing,shippingCountry__missing,premier__missing,productType__missing,brandDesc__missing,avgGbpPrice__missing,avgDiscountValue__missing
-6662011863261349831,-1051795226,1,1999.0,0.0,Country_G,0.0,Unknown,Unknown,0.0,0.0,False,0,0,0,0,1,1,1,1
-6662011863261349831,355018426,1,1998.0,0.0,Country_E,0.0,Unknown,Unknown,0.0,0.0,False,0,0,0,0,1,1,1,1
157954885025138343,105977004,1,1985.0,0.0,Country_G,0.0,Unknown,Unknown,0.0,0.0,False,0,0,0,0,1,1,1,1
-2781051036730993879,-2095158934,1,2003.0,0.0,Country_E,0.0,productType_B,Brand_B,26.1,18.57,True,0,0,0,0,0,0,0,0
-596146174577420605,-1265119754,1,1996.0,1.0,Country_G,1.0,Unknown,Unknown,0.0,0.0,False,0,0,0,0,1,1,1,1
4242293244725130812,1273066184,0,1993.0,0.0,Country_E,0.0,Unknown,Unknown,0.0,0.0,False,0,0,0,0,1,1,1,1
96708016928889022,-1547887506,1,1980.0,0.0,Country_D,0.0,Unknown,Unknown,0.0,0.0,False,0,0,0,0,1,1,1,1
96708016928889022,-1146408898,1,1985.0,0.0,Country_E,0.0,Unknown,Unknown,0.0,0.0,False,0,0,0,0,1,1,1,1
4856739137665987617,1940285582,1,1988.0,0.0,Country_E,0.0,Unknown,Unknown,0.0,0.0,False,0,0,0,0,1,1,1,1
-3069709923403922930,-1789023887,1,0.0,0.0,Unknown,0.0,Unknown,Unknown,0.0,0.0,False,1,1,1,1,1,1,1,1
-3069709923403922930,-275471604,0,1996.0,0.0,Country_E,0.0,Unknown,Unknown,0.0,0.0,False,0,0,0,0,1,1,1,1
-3069709923403922930,-1294383242,1,1991.0,0.0,Country_E,0.0,Unknown,Unknown,0.0,0.0,False,0,0,0,0,1,1,1,1
-3069709923403922930,1709422531,1,1971.0,0.0,Country_E,0.0,Unknown,Unknown,0.0,0.0,False,0,0,0,0,1,1,1,1
4945026320504039766,731107370,1,1981.0,0.0,Country_G,0.0,productType_B,Brand_C,10.5,18.33,True,0,0,0,0,0,0,0,0
4945026320504039766,-1404719754,1,1987.0,0.0,Country_G,0.0,productType_B,Brand_C,10.5,18.33,True,0,0,0,0,0,0,0,0
4945026320504039766,-242940068,1,1989.0,0.0,Country_G,0.0,productType_B,Brand_C,10.5,18.33,True,0,0,0,0,0,0,0,0
4945026320504039766,-185822598,0,1982.0,0.0,Country_G,0.0,productType_B,Brand_C,10.5,18.33,True,0,0,0,0,0,0,0,0
-6502297876107212241,2127719542,0,1995.0,0.0,Country_C,0.0,Unknown,Unknown,0.0,0.0,False,0,0,0,0,1,1,1,1
-5247263134806456156,1973562907,0,1986.0,0.0,Country_E,0.0,Unknown,Unknown,0.0,0.0,False,0,0,0,0,1,1,1,1
4694844837215942515,-422248083,1,1995.0,0.0,Country_E,0.0,Unknown,Unknown,0.0,0.0,False,0,0,0,0,1,1,1,1
2679920895458743259,-1904844121,0,1965.0,0.0,Country_G,0.0,productType_B,Brand_B,20.8,13.33,True,0,0,0,0,0,0,0,0
2679920895458743259,-539234963,0,1989.0,0.0,Country_G,0.0,productType_B,Brand_B,20.8,13.33,True,0,0,0,0,0,0,0,0
231043885259264185,1839961006,1,1998.0,0.0,Country_E,0.0,Unknown,Unknown,0.0,0.0,False,0,0,0,0,1,1,1,1
-8548836342121044373,17686296,0,1997.0,0.0,Country_G,0.0,productType_B,Brand_K,21.9,18.41,True,0,0,0,0,0,0,0,0
-8548836342121044373,-1706077744,0,1992.0,0.0,Country_G,1.0,productType_B,Brand_K,21.9,18.41,True,0,0,0,0,0,0,0,0
-8548836342121044373,909463681,1,1987.0,0.0,Country_G,0.0,productType_B,Brand_K,21.9,18.41,True,0,0,0,0,0,0,0,0
-8548836342121044373,874975529,1,1996.0,0.0,Country_G,0.0,productType_B,Brand_K,21.9,18.41,True,0,0,0,0,0,0,0,0
-8548836342121044373,17686296,0,1997.0,0.0,Country_G,0.0,productType_B,Brand_K,21.9,18.41,True,0,0,0,0,0,0,0,0
-8548836342121044373,17686296,1,1997.0,0.0,Country_G,0.0,productType_B,Brand_K,21.9,18.41,True,0,0,0,0,0,0,0,0
-6072025151648971403,1636791717,0,1984.0,0.0,Country_G,0.0,Unknown,Unknown,0.0,0.0,False,0,0,0,0,1,1,1,1
3190332367431382087,1254143700,1,1993.0,0.0,Country_D,0.0,productType_B,Brand_B,21.65,15.0,True,0,0,0,0,0,0,0,0
-4665079069120727611,-763992106,1,1970.0,0.0,Country_E,0.0,Unknown,Unknown,0.0,0.0,False,0,0,0,0,1,1,1,1
-8869549443462636094,973693102,1,1999.0,0.0,Country_G,0.0,Unknown,Unknown,0.0,0.0,False,0,0,0,0,1,1,1,1
3024541941759707481,888511717,1,2000.0,0.0,Country_G,0.0,Unknown,Unknown,0.0,0.0,False,0,0,0,0,1,1,1,1
-8674657414176074034,2133951933,1,1997.0,0.0,Country_H,0.0,Unknown,Unknown,0.0,0.0,False,0,0,0,0,1,1,1,1
-8674657414176074034,-1633638988,1,1985.0,0.0,Country_H,1.0,Unknown,Unknown,0.0,0.0,False,0,0,0,0,1,1,1,1
7701489764637447484,18317317,1,1995.0,0.0,Country_G,0.0,Unknown,Unknown,0.0,0.0,False,0,0,0,0,1,1,1,1
5860319720967462283,-1452305921,1,1987.0,0.0,Country_G,0.0,Unknown,Unknown,0.0,0.0,False,0,0,0,0,1,1,1,1
2477621710942252799,-1254421954,1,1998.0,0.0,Country_G,0.0,Unknown,Unknown,0.0,0.0,False,0,0,0,0,1,1,1,1
2477621710942252799,-1215994179,1,1995.0,0.0,Country_E,0.0,Unknown,Unknown,0.0,0.0,False,0,0,0,0,1,1,1,1
5359957255484852614,218584549,1,1991.0,0.0,Country_E,0.0,productType_B,Brand_K,82.64,17.33,True,0,0,0,0,0,0,0,0
5359957255484852614,-1918137019,1,1997.0,0.0,Country_E,0.0,productType_B,Brand_K,82.64,17.33,True,0,0,0,0,0,0,0,0
-1447711757038288951,-1513986185,0,1972.0,0.0,Country_E,0.0,Unknown,Unknown,0.0,0.0,False,0,0,0,0,1,1,1,1
-1447711757038288951,-1197464706,1,1994.0,0.0,Country_E,0.0,Unknown,Unknown,0.0,0.0,False,0,0,0,0,1,1,1,1
-401026833354573523,1070393635,1,1985.0,0.0,Country_E,0.0,Unknown,Unknown,0.0,0.0,False,0,0,0,0,1,1,1,1
-3586959062971851574,-362195772,0,1900.0,0.0,Country_G,0.0,productType_B,Brand_K,82.64,17.33,True,0,0,0,0,0,0,0,0
-3586959062971851574,562373797,1,1971.0,0.0,Country_G,0.0,productType_B,Brand_K,82.64,17.33,True,0,0,0,0,0,0,0,0
-6890152339015171781,1150019531,1,1992.0,0.0,Country_E,0.0,productType_B,Brand_K,78.36,16.19,True,0,0,0,0,0,0,0,0
-6890152339015171781,-174029295,1,1966.0,0.0,Country_C,0.0,productType_B,Brand_K,78.36,16.19,True,0,0,0,0,0,0,0,0
-6890152339015171781,-1936558286,1,1996.0,0.0,Country_E,0.0,productType_B,Brand_K,78.36,16.19,True,0,0,0,0,0,0,0,0
2476274765293985922,698204922,1,1991.0,0.0,Country_E,0.0,productType_B,Brand_K,78.36,16.19,True,0,0,0,0,0,0,0,0
2476274765293985922,-1425225145,1,1990.0,0.0,Country_E,0.0,productType_B,Brand_K,78.36,16.19,True,0,0,0,0,0,0,0,0
2476274765293985922,-1713257558,1,1978.0,0.0,Country_E,0.0,productType_B,Brand_K,78.36,16.19,True,0,0,0,0,0,0,0,0
2476274765293985922,-855695570,0,1900.0,0.0,Country_G,0.0,productType_B,Brand_K,78.36,16.19,True,0,0,0,0,0,0,0,0
2476274765293985922,-818427795,1,1987.0,0.0,Country_E,0.0,productType_B,Brand_K,78.36,16.19,True,0,0,0,0,0,0,0,0
2476274765293985922,-1154380214,1,1988.0,0.0,Country_G,0.0,productType_B,Brand_K,78.36,16.19,True,0,0,0,0,0,0,0,0
2476274765293985922,-1936558286,1,1996.0,0.0,Country_E,0.0,productType_B,Brand_K,78.36,16.19,True,0,0,0,0,0,0,0,0
429394085802242012,1122452520,1,1992.0,0.0,Country_G,0.0,Unknown,Unknown,0.0,0.0,False,0,0,0,0,1,1,1,1
429394085802242012,-1454153414,1,1997.0,0.0,Country_E,0.0,Unknown,Unknown,0.0,0.0,False,0,0,0,0,1,1,1,1
429394085802242012,494596723,1,1995.0,0.0,Country_F,0.0,Unknown,Unknown,0.0,0.0,False,0,0,0,0,1,1,1,1
-3703580792063242120,-707924048,1,1999.0,0.0,Country_E,0.0,productType_B,Brand_K,78.36,16.19,True,0,0,0,0,0,0,0,0
-3703580792063242120,-1157642527,1,1993.0,0.0,Country_E,0.0,productType_B,Brand_K,78.36,16.19,True,0,0,0,0,0,0,0,0
-3703580792063242120,-1896706916,1,1995.0,0.0,Country_I,0.0,productType_B,Brand_K,78.36,16.19,True,0,0,0,0,0,0,0,0
-3703580792063242120,-1915906903,1,1980.0,0.0,Country_I,0.0,productType_B,Brand_K,78.36,16.19,True,0,0,0,0,0,0,0,0
-3703580792063242120,115208769,0,1985.0,0.0,Country_E,0.0,productType_B,Brand_K,78.36,16.19,True,0,0,0,0,0,0,0,0
-3703580792063242120,-1568479322,0,1994.0,0.0,Country_B,0.0,productType_B,Brand_K,78.36,16.19,True,0,0,0,0,0,0,0,0
3912230776905440319,-140513839,1,1997.0,0.0,Country_G,0.0,productType_B,Brand_K,59.58,15.45,True,0,0,0,0,0,0,0,0
46748356585237855,-1317987795,1,1972.0,0.0,Country_E,0.0,productType_B,Brand_K,59.58,15.45,True,0,0,0,0,0,0,0,0
6874397130785342520,-1104032226,1,1980.0,0.0,Country_I,0.0,Unknown,Unknown,0.0,0.0,False,0,0,0,0,1,1,1,1
6874397130785342520,-671861124,0,1979.0,0.0,Country_H,0.0,Unknown,Unknown,0.0,0.0,False,0,0,0,0,1,1,1,1
6874397130785342520,-1123934310,0,1994.0,0.0,Country_E,0.0,Unknown,Unknown,0.0,0.0,False,0,0,0,0,1,1,1,1
-6047717459830230423,-201233335,1,1968.0,0.0,Country_G,0.0,Unknown,Unknown,0.0,0.0,False,0,0,0,0,1,1,1,1
-3340672868637297675,-1552441283,1,1991.0,0.0,Country_E,0.0,Unknown,Unknown,0.0,0.0,False,0,0,0,0,1,1,1,1
-3340672868637297675,749531069,1,1993.0,0.0,Country_G,0.0,Unknown,Unknown,0.0,0.0,False,0,0,0,0,1,1,1,1
-2311168814665121008,-782214423,1,1995.0,0.0,Country_I,0.0,Unknown,Unknown,0.0,0.0,False,0,0,0,0,1,1,1,1
-4962210688168670706,-1612343453,1,1981.0,0.0,Country_H,0.0,Unknown,Unknown,0.0,0.0,False,0,0,0,0,1,1,1,1
755031526654156271,1262461086,1,1996.0,0.0,Country_E,0.0,Unknown,Unknown,0.0,0.0,False,0,0,0,0,1,1,1,1
-8233314219696284995,1549190141,1,1996.0,0.0,Country_G,0.0,Unknown,Unknown,0.0,0.0,False,0,0,0,0,1,1,1,1
-8233314219696284995,-1593400160,1,1988.0,0.0,Country_E,0.0,Unknown,Unknown,0.0,0.0,False,0,0,0,0,1,1,1,1
3489704090143209583,-905211436,0,1995.0,0.0,Country_I,0.0,Unknown,Unknown,0.0,0.0,False,0,0,0,0,1,1,1,1
3489704090143209583,1388088441,1,1981.0,0.0,Country_H,0.0,Unknown,Unknown,0.0,0.0,False,0,0,0,0,1,1,1,1
7592328118462024228,1199716671,1,1977.0,0.0,Country_G,0.0,productType_B,Brand_B,73.72,15.68,True,0,0,0,0,0,0,0,0
7592328118462024228,2047367030,1,0.0,0.0,Unknown,0.0,productType_B,Brand_B,73.72,15.68,False,1,1,1,1,0,0,0,0
-895274574392668483,25666518,1,1997.0,0.0,Country_I,0.0,productType_B,Brand_B,73.72,15.68,True,0,0,0,0,0,0,0,0
-895274574392668483,-1583113904,1,1990.0,0.0,Country_E,0.0,productType_B,Brand_B,73.72,15.68,True,0,0,0,0,0,0,0,0
-895274574392668483,859674746,0,1980.0,0.0,Country_G,0.0,productType_B,Brand_B,73.72,15.68,True,0,0,0,0,0,0,0,0
-895274574392668483,-656843359,0,1980.0,0.0,Country_G,0.0,productType_B,Brand_B,73.72,15.68,True,0,0,0,0,0,0,0,0
-895274574392668483,-1246222791,1,1990.0,0.0,Country_G,0.0,productType_B,Brand_B,73.72,15.68,True,0,0,0,0,0,0,0,0
-895274574392668483,189850539,1,1991.0,0.0,Country_H,0.0,productType_B,Brand_B,73.72,15.68,True,0,0,0,0,0,0,0,0
-895274574392668483,679963641,1,1996.0,0.0,Country_G,0.0,productType_B,Brand_B,73.72,15.68,True,0,0,0,0,0,0,0,0
4825033155491546578,-1858828973,1,0.0,0.0,Unknown,0.0,productType_B,Brand_B,73.72,15.68,False,1,1,1,1,0,0,0,0
4825033155491546578,-760828694,1,1997.0,0.0,Country_E,0.0,productType_B,Brand_B,73.72,15.68,True,0,0,0,0,0,0,0,0
4825033155491546578,-13710729,1,1998.0,0.0,Country_G,0.0,productType_B,Brand_B,73.72,15.68,True,0,0,0,0,0,0,0,0
4825033155491546578,82723244,1,1995.0,0.0,Country_E,0.0,productType_B,Brand_B,73.72,15.68,True,0,0,0,0,0,0,0,0
4825033155491546578,391978697,1,1984.0,0.0,Country_G,0.0,productType_B,Brand_B,73.72,15.68,True,0,0,0,0,0,0,0,0
4825033155491546578,900430736,0,1994.0,0.0,Country_G,0.0,productType_B,Brand_B,73.72,15.68,True,0,0,0,0,0,0,0,0
4825033155491546578,560180995,1,1996.0,0.0,Country_G,0.0,productType_B,Brand_B,73.72,15.68,True,0,0,0,0,0,0,0,0
4825033155491546578,126039385,1,1996.0,0.0,Country_I,0.0,productType_B,Brand_B,73.72,15.68,True,0,0,0,0,0,0,0,0
8353963508804564856,663623368,1,1985.0,0.0,Country_G,0.0,productType_B,Brand_B,73.72,15.68,True,0,0,0,0,0,0,0,0
8353963508804564856,-239119506,1,1997.0,0.0,Country_G,0.0,productType_B,Brand_B,73.72,15.68,True,0,0,0,0,0,0,0,0
8353963508804564856,1232363786,1,1990.0,0.0,Country_E,0.0,productType_B,Brand_B,73.72,15.68,True,0,0,0,0,0,0,0,0
8353963508804564856,154220762,1,0.0,0.0,Unknown,0.0,productType_B,Brand_B,73.72,15.68,False,1,1,1,1,0,0,0,0
8353963508804564856,1043817212,0,1994.0,1.0,Country_G,0.0,productType_B,Brand_B,73.72,15.68,True,0,0,0,0,0,0,0,0
-8656294503169422680,2014239694,1,1989.0,0.0,Country_E,0.0,productType_B,Brand_B,73.72,15.68,True,0,0,0,0,0,0,0,0
2804151966211782492,-1715856363,1,0.0,0.0,Unknown,0.0,productType_B,Brand_K,37.52,16.67,False,1,1,1,1,0,0,0,0
5729120650245680888,-694800215,1,1997.0,0.0,Country_H,0.0,Unknown,Unknown,0.0,0.0,False,0,0,0,0,1,1,1,1
4368110276230774516,-1084114453,1,1996.0,0.0,Country_G,0.0,productType_B,Brand_K,12.45,10.0,True,0,0,0,0,0,0,0,0
-5626930071072300271,-367631035,1,1969.0,0.0,Country_G,0.0,Unknown,Unknown,0.0,0.0,False,0,0,0,0,1,1,1,1
-2020999267716788972,2063501776,1,1976.0,0.0,Country_G,0.0,productType_B,Brand_K,95.6,20.0,True,0,0,0,0,0,0,0,0
-3357776587310400471,311622739,1,1992.0,0.0,Country_G,0.0,productType_B,Brand_B,14.87,16.67,True,0,0,0,0,0,0,0,0
-3357776587310400471,-1416936362,1,1986.0,0.0,Country_I,0.0,productType_B,Brand_B,14.87,16.67,True,0,0,0,0,0,0,0,0
-71250757153897708,1013352254,1,1994.0,0.0,Country_D,0.0,Unknown,Unknown,0.0,0.0,False,0,0,0,0,1,1,1,1
-349194684461084996,-1803643976,1,1986.0,0.0,Country_G,0.0,productType_B,Brand_B,14.87,16.67,True,0,0,0,0,0,0,0,0
-349194684461084996,1154145875,1,1977.0,0.0,Country_G,0.0,productType_B,Brand_B,14.87,16.67,True,0,0,0,0,0,0,0,0
-349194684461084996,-1688564145,1,1996.0,0.0,Country_G,0.0,productType_B,Brand_B,14.87,16.67,True,0,0,0,0,0,0,0,0
-349194684461084996,743553221,1,1984.0,0.0,Country_G,0.0,productType_B,Brand_B,14.87,16.67,True,0,0,0,0,0,0,0,0
8442839593285875770,-1049543957,1,1996.0,0.0,Country_E,0.0,productType_B,Brand_B,14.87,16.67,True,0,0,0,0,0,0,0,0
8442839593285875770,-1531958635,1,1992.0,0.0,Country_E,0.0,productType_B,Brand_B,14.87,16.67,True,0,0,0,0,0,0,0,0
-7877790586186814377,748660277,1,1963.0,0.0,Country_G,0.0,productType_B,Brand_B,14.87,16.67,True,0,0,0,0,0,0,0,0
-7775972156963125670,-1520688496,1,1999.0,0.0,Country_B,0.0,Unknown,Unknown,0.0,0.0,False,0,0,0,0,1,1,1,1
2619169482449161104,864119255,1,1994.0,0.0,Country_G,0.0,Unknown,Unknown,0.0,0.0,False,0,0,0,0,1,1,1,1
-1250350958358114704,1834786032,0,1991.0,0.0,Country_G,0.0,Unknown,Unknown,0.0,0.0,False,0,0,0,0,1,1,1,1
-1250350958358114704,1369335642,1,1990.0,0.0,Country_I,0.0,Unknown,Unknown,0.0,0.0,False,0,0,0,0,1,1,1,1
-1250350958358114704,221453600,1,1991.0,0.0,Country_G,0.0,Unknown,Unknown,0.0,0.0,False,0,0,0,0,1,1,1,1
-1250350958358114704,1670911374,1,1991.0,0.0,Country_G,0.0,Unknown,Unknown,0.0,0.0,False,0,0,0,0,1,1,1,1
25396842592779645,1184482830,1,1997.0,0.0,Country_G,0.0,Unknown,Unknown,0.0,0.0,False,0,0,0,0,1,1,1,1
9115524162825663589,2061688475,1,1900.0,0.0,Country_G,0.0,Unknown,Unknown,0.0,0.0,False,0,0,0,0,1,1,1,1
-7007488386626763800,1812085847,1,0.0,0.0,Unknown,0.0,productType_B,Brand_K,118.62,13.33,False,1,1,1,1,0,0,0,0
-7039220967090408954,1466830390,1,1999.0,0.0,Country_E,0.0,Unknown,Unknown,0.0,0.0,False,0,0,0,0,1,1,1,1
5086421686354184079,-1031835814,1,1990.0,0.0,Country_I,0.0,Unknown,Unknown,0.0,0.0,False,0,0,0,0,1,1,1,1
2081800492656711524,274030215,1,1997.0,0.0,Country_G,0.0,Unknown,Unknown,0.0,0.0,False,0,0,0,0,1,1,1,1
-1548748011340357644,140034818,1,1900.0,0.0,Country_E,0.0,Unknown,Unknown,0.0,0.0,False,0,0,0,0,1,1,1,1
1971979612530693895,-1223466,1,1995.0,0.0,Country_G,1.0,productType_B,Brand_B,12.92,17.52,True,0,0,0,0,0,0,0,0
1971979612530693895,-798273160,1,1990.0,0.0,Country_G,0.0,productType_B,Brand_B,12.92,17.52,True,0,0,0,0,0,0,0,0
1971979612530693895,-10038036,1,1998.0,0.0,Country_E,0.0,productType_B,Brand_B,12.92,17.52,True,0,0,0,0,0,0,0,0
1971979612530693895,142384527,0,1997.0,0.0,Country_G,0.0,productType_B,Brand_B,12.92,17.52,True,0,0,0,0,0,0,0,0
1971979612530693895,-1730612592,1,1993.0,0.0,Country_G,0.0,productType_B,Brand_B,12.92,17.52,True,0,0,0,0,0,0,0,0
1971979612530693895,-2121751762,0,1986.0,0.0,Country_G,0.0,productType_B,Brand_B,12.92,17.52,True,0,0,0,0,0,0,0,0
-6019213085636224592,193503538,0,2001.0,0.0,Country_E,0.0,productType_B,Brand_B,12.92,17.52,True,0,0,0,0,0,0,0,0
7886249009463443729,1165538853,1,2000.0,0.0,Country_E,0.0,productType_B,Brand_B,12.92,17.52,True,0,0,0,0,0,0,0,0
7886249009463443729,-409328529,0,2000.0,0.0,Country_F,0.0,productType_B,Brand_B,12.92,17.52,True,0,0,0,0,0,0,0,0
7886249009463443729,1496993406,0,1996.0,0.0,Country_G,0.0,productType_B,Brand_B,12.92,17.52,True,0,0,0,0,0,0,0,0
7886249009463443729,664963847,0,1960.0,0.0,Country_E,0.0,productType_B,Brand_B,12.92,17.52,True,0,0,0,0,0,0,0,0
-3131505789879179268,348981555,1,1992.0,0.0,Country_G,0.0,productType_B,Brand_B,12.92,17.52,True,0,0,0,0,0,0,0,0
-3131505789879179268,479773003,1,1996.0,0.0,Country_G,0.0,productType_B,Brand_B,12.92,17.52,True,0,0,0,0,0,0,0,0
-3131505789879179268,-1586364193,1,1900.0,0.0,Country_E,0.0,productType_B,Brand_B,12.92,17.52,True,0,0,0,0,0,0,0,0
-3131505789879179268,-1959612285,1,1992.0,0.0,Country_E,0.0,productType_B,Brand_B,12.92,17.52,True,0,0,0,0,0,0,0,0
-3131505789879179268,-309206223,1,1995.0,0.0,Country_B,0.0,productType_B,Brand_B,12.92,17.52,True,0,0,0,0,0,0,0,0
-3131505789879179268,-1129292727,0,1997.0,0.0,Country_G,1.0,productType_B,Brand_B,12.92,17.52,True,0,0,0,0,0,0,0,0
-3131505789879179268,-944613416,1,1900.0,0.0,Country_E,0.0,productType_B,Brand_B,12.92,17.52,True,0,0,0,0,0,0,0,0
-3131505789879179268,2146591757,1,2000.0,0.0,Country_G,0.0,productType_B,Brand_B,12.92,17.52,True,0,0,0,0,0,0,0,0
-3131505789879179268,-1494863619,1,1990.0,0.0,Country_E,0.0,productType_B,Brand_B,12.92,17.52,True,0,0,0,0,0,0,0,0
-3131505789879179268,-129499002,1,0.0,0.0,Unknown,0.0,productType_B,Brand_B,12.92,17.52,False,1,1,1,1,0,0,0,0
-3131505789879179268,1595086185,1,1997.0,0.0,Country_I,0.0,productType_B,Brand_B,12.92,17.52,True,0,0,0,0,0,0,0,0
-3131505789879179268,-247103468,1,1992.0,0.0,Country_G,0.0,productType_B,Brand_B,12.92,17.52,True,0,0,0,0,0,0,0,0
-3131505789879179268,787766807,0,1984.0,0.0,Country_E,0.0,productType_B,Brand_B,12.92,17.52,True,0,0,0,0,0,0,0,0
-3131505789879179268,-676631617,0,2002.0,0.0,Country_G,0.0,productType_B,Brand_B,12.92,17.52,True,0,0,0,0,0,0,0,0
-3131505789879179268,-1294350978,0,0.0,0.0,Unknown,0.0,productType_B,Brand_B,12.92,17.52,False,1,1,1,1,0,0,0,0
-3131505789879179268,1197552884,0,1992.0,0.0,Country_E,0.0,productType_B,Brand_B,12.92,17.52,True,0,0,0,0,0,0,0,0
-3131505789879179268,183455691,1,1988.0,0.0,Country_G,0.0,productType_B,Brand_B,12.92,17.52,True,0,0,0,0,0,0,0,0
-3131505789879179268,-87600720,1,1999.0,0.0,Country_E,0.0,productType_B,Brand_B,12.92,17.52,True,0,0,0,0,0,0,0,0
-3131505789879179268,-1211037102,0,1980.0,0.0,Country_G,0.0,productType_B,Brand_B,12.92,17.52,True,0,0,0,0,0,0,0,0
6548106170624447771,1723694393,0,1995.0,0.0,Country_D,0.0,productType_B,Brand_B,12.92,17.52,True,0,0,0,0,0,0,0,0
6548106170624447771,2108314161,1,1987.0,0.0,Country_E,0.0,productType_B,Brand_B,12.92,17.52,True,0,0,0,0,0,0,0,0
6548106170624447771,2073490423,0,1993.0,0.0,Country_G,0.0,productType_B,Brand_B,12.92,17.52,True,0,0,0,0,0,0,0,0
4976087212538855584,443488894,1,1994.0,0.0,Country_G,1.0,Unknown,Unknown,0.0,0.0,False,0,0,0,0,1,1,1,1
-6981018755179500595,-1838883323,0,1997.0,0.0,Country_I,0.0,productType_B,Brand_B,12.92,17.52,True,0,0,0,0,0,0,0,0
8653369620901908523,1297301172,1,1991.0,1.0,Country_G,1.0,Unknown,Unknown,0.0,0.0,False,0,0,0,0,1,1,1,1
2509903771431386374,1392727956,1,1982.0,0.0,Country_H,1.0,Unknown,Unknown,0.0,0.0,False,0,0,0,0,1,1,1,1
-3047817981459446706,-193316161,1,1980.0,0.0,Country_G,0.0,productType_B,Brand_K,96.35,20.0,True,0,0,0,0,0,0,0,0
-5381963548164168082,1411636351,1,1991.0,0.0,Country_E,0.0,Unknown,Unknown,0.0,0.0,False,0,0,0,0,1,1,1,1
7952900426215133899,1113831102,0,1999.0,0.0,Country_B,0.0,Unknown,Unknown,0.0,0.0,False,0,0,0,0,1,1,1,1
7952900426215133899,1891878234,0,1999.0,0.0,Country_E,0.0,Unknown,Unknown,0.0,0.0,False,0,0,0,0,1,1,1,1
